Date,TridentTemp,Month,Year
1990-10-13,8.82,10,1990
1990-10-14,8.67,10,1990
1990-10-15,8.59,10,1990
1990-10-16,8.5,10,1990
1990-10-17,8.35,10,1990
1990-10-18,8.23,10,1990
1990-10-19,8.17,10,1990
1990-10-20,8.1,10,1990
1990-10-21,8.04,10,1990
1990-10-22,7.85,10,1990
1990-10-23,7.78,10,1990
1990-10-24,7.62,10,1990
1990-10-25,7.62,10,1990
1990-10-26,7.55,10,1990
1990-10-27,7.5,10,1990
1990-10-28,7.4,10,1990
1990-10-29,7.33,10,1990
1990-10-30,7.34,10,1990
1990-10-31,7.26,10,1990
1990-11-01,7.19,11,1990
1990-11-02,7,11,1990
1990-11-03,6.85,11,1990
1990-11-04,6.87,11,1990
1990-11-05,7.05,11,1990
1990-11-06,7.01,11,1990
1990-11-07,7.07,11,1990
1990-11-08,7.01,11,1990
1990-11-09,6.93,11,1990
1990-11-10,6.92,11,1990
1990-11-11,6.77,11,1990
1990-11-12,6.66,11,1990
1990-11-13,6.67,11,1990
1990-11-14,6.48,11,1990
1990-11-15,6.12,11,1990
1990-11-16,6,11,1990
1990-11-17,6.01,11,1990
1990-11-18,6.01,11,1990
1990-11-19,5.72,11,1990
1990-11-20,5.35,11,1990
1990-11-21,5.34,11,1990
1990-11-22,5.32,11,1990
1990-11-23,5.31,11,1990
1990-11-24,5.43,11,1990
1990-11-25,5.5,11,1990
1990-11-26,5.45,11,1990
1990-11-27,5.44,11,1990
1990-11-28,5.33,11,1990
1990-11-29,5.32,11,1990
1990-11-30,5.35,11,1990
1990-12-01,5.37,12,1990
1990-12-02,5.32,12,1990
1990-12-03,5.07,12,1990
1990-12-04,5.1,12,1990
1990-12-05,5.21,12,1990
1990-12-06,5.02,12,1990
1990-12-07,5.01,12,1990
1990-12-08,4.91,12,1990
1990-12-09,4.89,12,1990
1990-12-10,4.87,12,1990
1990-12-11,4.83,12,1990
1990-12-12,4.86,12,1990
1990-12-13,4.86,12,1990
1990-12-14,4.8,12,1990
1990-12-15,4.7,12,1990
1990-12-16,4.71,12,1990
1990-12-17,4.7,12,1990
1990-12-18,4.76,12,1990
1990-12-19,4.61,12,1990
1990-12-20,4.57,12,1990
1990-12-21,4.63,12,1990
1990-12-22,4.73,12,1990
1990-12-23,4.77,12,1990
1990-12-24,4.86,12,1990
1990-12-25,4.87,12,1990
1990-12-26,4.82,12,1990
1990-12-27,4.88,12,1990
1990-12-28,4.99,12,1990
1990-12-29,5.24,12,1990
1990-12-30,5.28,12,1990
1990-12-31,5.29,12,1990
1991-01-01,5.3,1,1991
1991-01-02,5.3,1,1991
1991-01-03,5.3,1,1991
1991-01-04,5.3,1,1991
1991-01-05,5.27,1,1991
1991-01-06,4.98,1,1991
1991-01-07,4.67,1,1991
1991-01-08,4.42,1,1991
1991-01-09,4.15,1,1991
1991-01-10,4.06,1,1991
1991-01-11,4.11,1,1991
1991-01-12,4.18,1,1991
1991-01-13,4.27,1,1991
1991-01-14,4.4,1,1991
1991-01-15,4.52,1,1991
1991-01-16,4.61,1,1991
1991-01-17,4.63,1,1991
1991-01-18,4.61,1,1991
1991-01-19,4.62,1,1991
1991-01-20,4.65,1,1991
1991-01-21,4.68,1,1991
1991-01-22,4.65,1,1991
1991-01-23,4.6,1,1991
1991-01-24,4.52,1,1991
1991-01-25,4.37,1,1991
1991-01-26,4.46,1,1991
1991-01-27,4.57,1,1991
1991-01-28,4.51,1,1991
1991-01-29,4.6,1,1991
1991-01-30,4.62,1,1991
1991-01-31,4.7,1,1991
1991-02-01,4.72,2,1991
1991-02-02,4.77,2,1991
1991-02-03,4.81,2,1991
1991-02-04,4.82,2,1991
1991-02-05,4.85,2,1991
1991-02-06,4.82,2,1991
1991-02-07,4.8,2,1991
1991-02-08,4.75,2,1991
1991-02-09,4.53,2,1991
1991-02-10,4.42,2,1991
1991-02-11,4.49,2,1991
1991-02-12,4.07,2,1991
1991-02-13,3.58,2,1991
1991-02-14,3.3,2,1991
1991-02-15,3.18,2,1991
1991-02-16,3.17,2,1991
1991-02-17,3.26,2,1991
1991-02-18,3.19,2,1991
1991-02-19,2.98,2,1991
1991-02-20,3.04,2,1991
1991-02-21,2.96,2,1991
1991-02-22,2.8,2,1991
1991-02-23,2.75,2,1991
1991-02-24,2.98,2,1991
1991-02-25,2.98,2,1991
1991-02-26,3.03,2,1991
1991-02-27,3.2,2,1991
1991-02-28,3.17,2,1991
1991-03-01,3.23,3,1991
1991-03-02,3.13,3,1991
1991-03-03,2.75,3,1991
1991-03-04,2.16,3,1991
1991-03-05,1.96,3,1991
1991-03-06,2.72,3,1991
1991-03-07,2.89,3,1991
1991-03-08,3.17,3,1991
1991-03-09,3.22,3,1991
1991-03-10,3.19,3,1991
1991-03-11,3.31,3,1991
1991-03-12,3.43,3,1991
1991-03-13,3.48,3,1991
1991-03-14,3.54,3,1991
1991-03-15,3.5,3,1991
1991-03-16,3.26,3,1991
1991-03-17,2.97,3,1991
1991-03-18,2.65,3,1991
1991-03-19,2.69,3,1991
1991-03-20,2.34,3,1991
1991-03-21,1.95,3,1991
1991-03-22,2.15,3,1991
1991-03-23,2.35,3,1991
1991-03-24,2.4,3,1991
1991-03-25,2.39,3,1991
1991-03-26,2.6,3,1991
1991-03-27,2.7,3,1991
1991-03-28,2.79,3,1991
1991-03-29,3.07,3,1991
1991-03-30,3.28,3,1991
1991-03-31,3.45,3,1991
1991-04-01,3.65,4,1991
1991-04-02,3.71,4,1991
1991-04-03,3.76,4,1991
1991-04-04,3.9,4,1991
1991-04-05,3.99,4,1991
1991-04-06,4.14,4,1991
1991-04-07,4.24,4,1991
1991-04-08,4.31,4,1991
1991-04-09,4.36,4,1991
1991-04-10,4.33,4,1991
1991-04-11,4.34,4,1991
1991-04-12,4.34,4,1991
1991-04-13,4.35,4,1991
1991-04-14,4.3,4,1991
1991-04-15,4.2,4,1991
1991-04-16,4.17,4,1991
1991-04-17,4.25,4,1991
1991-04-18,4.32,4,1991
1991-04-19,4.28,4,1991
1991-04-20,4.34,4,1991
1991-04-21,4.4,4,1991
1991-04-22,4.53,4,1991
1991-04-23,4.63,4,1991
1991-04-24,4.65,4,1991
1991-04-25,4.64,4,1991
1991-04-26,4.6,4,1991
1991-04-27,4.58,4,1991
1991-04-28,4.68,4,1991
1991-04-29,4.72,4,1991
1991-04-30,4.7,4,1991
1991-05-01,4.7,5,1991
1991-05-02,4.76,5,1991
1991-05-03,4.73,5,1991
1991-05-04,4.82,5,1991
1991-05-05,4.94,5,1991
1991-05-06,4.95,5,1991
1991-05-07,4.99,5,1991
1991-05-08,4.99,5,1991
1991-05-09,5.02,5,1991
1991-05-10,5.1,5,1991
1991-05-11,5.13,5,1991
1991-05-12,5.2,5,1991
1991-05-13,5.28,5,1991
1991-05-14,5.29,5,1991
1991-05-15,5.34,5,1991
1991-05-16,5.37,5,1991
1991-05-17,5.41,5,1991
1991-05-18,5.55,5,1991
1991-05-19,5.6,5,1991
1991-05-20,5.59,5,1991
1991-05-21,5.74,5,1991
1991-05-22,5.78,5,1991
1991-05-23,5.74,5,1991
1991-05-24,5.72,5,1991
1991-05-25,5.7,5,1991
1991-05-26,5.79,5,1991
1991-05-27,5.93,5,1991
1991-05-28,5.99,5,1991
1991-05-29,6.13,5,1991
1991-05-30,6.25,5,1991
1991-05-31,6.29,5,1991
1991-06-01,6.52,6,1991
1991-06-02,6.56,6,1991
1991-06-03,6.68,6,1991
1991-06-04,6.82,6,1991
1991-06-05,6.93,6,1991
1991-06-06,6.88,6,1991
1991-06-07,6.98,6,1991
1991-06-08,7.07,6,1991
1991-06-09,6.97,6,1991
1991-06-10,6.9,6,1991
1991-06-11,6.8,6,1991
1991-06-12,6.75,6,1991
1991-06-13,6.77,6,1991
1991-06-14,6.71,6,1991
1991-06-15,6.74,6,1991
1991-06-16,6.87,6,1991
1991-06-17,6.92,6,1991
1991-06-18,6.95,6,1991
1991-06-19,6.97,6,1991
1991-06-20,6.99,6,1991
1991-06-21,6.97,6,1991
1991-06-22,6.94,6,1991
1991-06-23,7,6,1991
1991-06-24,6.95,6,1991
1991-06-25,6.98,6,1991
1991-06-26,6.97,6,1991
1991-06-27,6.9,6,1991
1991-06-28,6.9,6,1991
1991-06-29,6.99,6,1991
1991-06-30,7.1,6,1991
1991-07-01,7.13,7,1991
1991-07-02,7.12,7,1991
1991-07-03,7.16,7,1991
1991-07-04,7.3,7,1991
1991-07-05,7.3,7,1991
1991-07-06,7.43,7,1991
1991-07-07,7.53,7,1991
1991-07-08,7.53,7,1991
1991-07-09,7.74,7,1991
1991-07-10,7.85,7,1991
1991-07-11,7.9,7,1991
1991-07-12,8.01,7,1991
1991-07-13,8.02,7,1991
1991-07-14,7.97,7,1991
1991-07-15,7.99,7,1991
1991-07-16,7.95,7,1991
1991-07-17,7.87,7,1991
1991-07-18,7.89,7,1991
1991-07-19,7.95,7,1991
1991-07-20,7.99,7,1991
1991-07-21,8.15,7,1991
1991-07-22,8.58,7,1991
1991-07-23,8.83,7,1991
1991-07-24,8.91,7,1991
1991-07-25,8.99,7,1991
1991-07-26,9.18,7,1991
1991-07-27,9.19,7,1991
1991-07-28,9.27,7,1991
1991-07-29,9.22,7,1991
1991-07-30,9.13,7,1991
1991-07-31,9.17,7,1991
1991-08-01,9.17,8,1991
1991-08-02,9.15,8,1991
1991-08-03,9.23,8,1991
1991-08-04,9.31,8,1991
1991-08-05,9.4,8,1991
1991-08-06,9.62,8,1991
1991-08-07,9.79,8,1991
1991-08-08,9.95,8,1991
1991-08-09,9.91,8,1991
1991-08-10,9.86,8,1991
1991-08-11,9.74,8,1991
1991-08-12,9.61,8,1991
1991-08-13,9.45,8,1991
1991-08-14,9.37,8,1991
1991-08-15,9.28,8,1991
1991-08-16,9.22,8,1991
1991-08-17,9.2,8,1991
1991-08-18,9.21,8,1991
1991-08-19,9.24,8,1991
1991-08-20,9.27,8,1991
1991-08-21,9.32,8,1991
1991-08-22,9.44,8,1991
1991-08-23,9.42,8,1991
1991-08-24,9.53,8,1991
1991-08-25,9.45,8,1991
1991-08-26,9.31,8,1991
1991-08-27,9.21,8,1991
1991-08-28,9.2,8,1991
1991-08-29,9.2,8,1991
1991-08-30,9.23,8,1991
1991-08-31,9.31,8,1991
1991-09-01,9.35,9,1991
1991-09-02,9.61,9,1991
1991-09-03,9.74,9,1991
1991-09-04,9.84,9,1991
1991-09-05,9.9,9,1991
1991-09-06,9.99,9,1991
1991-09-07,9.98,9,1991
1991-09-08,9.97,9,1991
1991-09-09,9.95,9,1991
1991-09-10,9.83,9,1991
1991-09-11,9.76,9,1991
1991-09-12,9.7,9,1991
1991-09-13,9.67,9,1991
1991-09-14,9.71,9,1991
1991-09-15,9.66,9,1991
1991-09-16,9.69,9,1991
1991-09-17,9.7,9,1991
1991-09-18,9.54,9,1991
1991-09-19,9.41,9,1991
1991-09-20,9.2,9,1991
1991-09-21,9.2,9,1991
1991-09-22,9.11,9,1991
1991-09-23,9.2,9,1991
1991-09-24,9.03,9,1991
1991-09-25,8.69,9,1991
1991-09-26,8.51,9,1991
1991-09-27,8.47,9,1991
1991-09-28,8.38,9,1991
1991-09-29,8.37,9,1991
1991-09-30,8.36,9,1991
1991-10-01,8.35,10,1991
1991-10-02,8.32,10,1991
1991-10-03,8.34,10,1991
1991-10-04,8.24,10,1991
1991-10-05,8.21,10,1991
1991-10-06,8.14,10,1991
1991-10-07,8.08,10,1991
1991-10-08,7.99,10,1991
1991-10-09,7.85,10,1991
1991-10-10,7.82,10,1991
1991-10-11,7.61,10,1991
1991-10-12,7.52,10,1991
1991-10-13,7.49,10,1991
1991-10-14,7.42,10,1991
1991-10-15,7.11,10,1991
1991-10-16,7.12,10,1991
1991-10-17,7.07,10,1991
1991-10-18,7.1,10,1991
1991-10-19,7.19,10,1991
1991-10-20,7.14,10,1991
1991-10-21,7.01,10,1991
1991-10-22,7.02,10,1991
1991-10-23,7.01,10,1991
1991-10-24,7.02,10,1991
1991-10-25,7,10,1991
1991-10-26,6.98,10,1991
1991-10-27,6.88,10,1991
1991-10-28,6.82,10,1991
1991-10-29,6.92,10,1991
1991-10-30,7.01,10,1991
1991-10-31,7.02,10,1991
1991-11-01,7.09,11,1991
1991-11-02,7.12,11,1991
1991-11-03,7.17,11,1991
1991-11-04,7.17,11,1991
1991-11-05,7.17,11,1991
1991-11-06,7.17,11,1991
1991-11-07,7.18,11,1991
1991-11-08,7.18,11,1991
1991-11-09,7.19,11,1991
1991-11-10,7.15,11,1991
1991-11-11,7.12,11,1991
1991-11-12,7.04,11,1991
1991-11-13,6.92,11,1991
1991-11-14,6.8,11,1991
1991-11-15,6.9,11,1991
1991-11-16,6.88,11,1991
1991-11-17,6.79,11,1991
1991-11-18,6.7,11,1991
1991-11-19,6.33,11,1991
1991-11-20,5.94,11,1991
1991-11-21,5.57,11,1991
1991-11-22,5.42,11,1991
1991-11-23,5.24,11,1991
1991-11-24,5.39,11,1991
1991-11-25,5.38,11,1991
1991-11-26,5.3,11,1991
1991-11-27,5.19,11,1991
1991-11-28,5.23,11,1991
1991-11-29,5.25,11,1991
1991-11-30,5.37,11,1991
1991-12-01,5.22,12,1991
1991-12-02,5.34,12,1991
1991-12-03,5.35,12,1991
1991-12-04,5.34,12,1991
1991-12-05,5.37,12,1991
1991-12-06,4.85,12,1991
1991-12-07,4.87,12,1991
1991-12-09,4.51,12,1991
1991-12-10,4.56,12,1991
1991-12-11,4.45,12,1991
1991-12-12,4.4,12,1991
1991-12-13,4.28,12,1991
1991-12-14,4.33,12,1991
1991-12-15,4.28,12,1991
1991-12-16,4.31,12,1991
1991-12-17,4.22,12,1991
1991-12-18,4.01,12,1991
1991-12-19,3.87,12,1991
1991-12-20,3.95,12,1991
1991-12-21,3.88,12,1991
1991-12-22,3.81,12,1991
1991-12-23,3.83,12,1991
1991-12-24,3.95,12,1991
1991-12-25,3.9,12,1991
1991-12-26,3.69,12,1991
1991-12-27,3.65,12,1991
1991-12-28,3.43,12,1991
1991-12-29,3.77,12,1991
1991-12-30,3.82,12,1991
1991-12-31,3.89,12,1991
1992-01-01,3.92,1,1992
1992-01-02,3.85,1,1992
1992-01-03,3.73,1,1992
1992-01-04,3.4,1,1992
1992-01-05,3.35,1,1992
1992-01-06,3.46,1,1992
1992-01-07,3.55,1,1992
1992-01-08,3.82,1,1992
1992-01-09,4.06,1,1992
1992-01-10,4.05,1,1992
1992-01-11,3.87,1,1992
1992-01-12,3.89,1,1992
1992-01-13,4.01,1,1992
1992-01-14,4.03,1,1992
1992-01-15,4.04,1,1992
1992-01-16,3.95,1,1992
1992-01-17,3.92,1,1992
1992-01-18,4.06,1,1992
1992-01-19,4.07,1,1992
1992-01-20,4.1,1,1992
1992-01-21,4.09,1,1992
1992-01-22,4.1,1,1992
1992-01-23,4.1,1,1992
1992-01-24,4.07,1,1992
1992-01-25,4.08,1,1992
1992-01-26,4.04,1,1992
1992-01-27,3.93,1,1992
1992-01-28,3.9,1,1992
1992-01-29,3.82,1,1992
1992-01-30,3.82,1,1992
1992-01-31,3.72,1,1992
1992-02-01,3.62,2,1992
1992-02-02,3.35,2,1992
1992-02-03,3.04,2,1992
1992-02-04,2.98,2,1992
1992-02-05,3.12,2,1992
1992-02-06,3.22,2,1992
1992-02-07,3.19,2,1992
1992-02-08,3.2,2,1992
1992-02-09,3.22,2,1992
1992-02-10,3.23,2,1992
1992-02-11,3.2,2,1992
1992-02-12,3.26,2,1992
1992-02-13,3.21,2,1992
1992-02-14,3.2,2,1992
1992-02-15,3.1,2,1992
1992-02-16,2.67,2,1992
1992-02-17,2.55,2,1992
1992-02-18,2.82,2,1992
1992-02-19,2.91,2,1992
1992-02-20,2.92,2,1992
1992-02-21,2.83,2,1992
1992-02-22,2.88,2,1992
1992-02-23,2.84,2,1992
1992-02-24,2.69,2,1992
1992-02-25,2.67,2,1992
1992-02-26,2.97,2,1992
1992-02-27,3.06,2,1992
1992-02-28,2.94,2,1992
1992-02-29,2.76,2,1992
1992-03-01,2.21,3,1992
1992-03-02,1.96,3,1992
1992-03-03,2.15,3,1992
1992-03-04,2.27,3,1992
1992-03-05,2.39,3,1992
1992-03-06,2.51,3,1992
1992-03-07,2.63,3,1992
1992-03-08,2.75,3,1992
1992-03-09,2.87,3,1992
1992-03-10,2.99,3,1992
1992-03-11,3.11,3,1992
1992-03-12,3.22,3,1992
1992-03-13,3.3,3,1992
1992-03-14,3.38,3,1992
1992-03-15,3.47,3,1992
1992-03-16,3.52,3,1992
1992-03-17,3.54,3,1992
1992-03-18,3.48,3,1992
1992-03-19,3.42,3,1992
1992-03-20,3.47,3,1992
1992-03-21,3.49,3,1992
1992-03-22,3.48,3,1992
1992-03-23,3.6,3,1992
1992-03-24,3.59,3,1992
1992-03-25,3.65,3,1992
1992-03-26,3.65,3,1992
1992-03-27,3.62,3,1992
1992-03-28,3.65,3,1992
1992-03-29,3.66,3,1992
1992-03-30,3.6,3,1992
1992-03-31,3.61,3,1992
1992-04-01,3.72,4,1992
1992-04-02,3.8,4,1992
1992-04-03,3.71,4,1992
1992-04-04,3.7,4,1992
1992-04-05,3.71,4,1992
1992-04-06,3.79,4,1992
1992-04-07,3.93,4,1992
1992-04-08,4.04,4,1992
1992-04-09,4.19,4,1992
1992-04-10,4.27,4,1992
1992-04-11,4.27,4,1992
1992-04-12,4.14,4,1992
1992-04-13,4.03,4,1992
1992-04-14,3.98,4,1992
1992-04-15,4.12,4,1992
1992-04-16,4.28,4,1992
1992-04-17,4.31,4,1992
1992-04-18,4.37,4,1992
1992-04-19,4.34,4,1992
1992-04-20,4.37,4,1992
1992-04-21,4.5,4,1992
1992-04-22,4.62,4,1992
1992-04-23,4.69,4,1992
1992-04-24,4.82,4,1992
1992-04-25,4.89,4,1992
1992-04-26,4.98,4,1992
1992-04-27,5.06,4,1992
1992-04-28,5.26,4,1992
1992-04-29,5.33,4,1992
1992-04-30,5.52,4,1992
1992-05-01,5.54,5,1992
1992-05-02,5.6,5,1992
1992-05-03,5.65,5,1992
1992-05-04,5.71,5,1992
1992-05-05,5.74,5,1992
1992-05-06,5.69,5,1992
1992-05-07,5.7,5,1992
1992-05-08,5.8,5,1992
1992-05-09,5.84,5,1992
1992-05-10,5.84,5,1992
1992-05-11,5.83,5,1992
1992-05-12,6.07,5,1992
1992-05-13,6.1,5,1992
1992-05-14,6.2,5,1992
1992-05-15,6.3,5,1992
1992-05-16,6.25,5,1992
1992-05-17,6.3,5,1992
1992-05-18,6.35,5,1992
1992-05-19,6.45,5,1992
1992-05-20,6.58,5,1992
1992-05-21,6.58,5,1992
1992-05-22,6.7,5,1992
1992-05-23,6.72,5,1992
1992-05-24,6.83,5,1992
1992-05-25,6.82,5,1992
1992-05-26,6.78,5,1992
1992-05-27,6.79,5,1992
1992-05-28,6.8,5,1992
1992-05-29,6.8,5,1992
1992-05-30,6.85,5,1992
1992-05-31,6.91,5,1992
1992-06-01,7,6,1992
1992-06-02,7.15,6,1992
1992-06-03,7.22,6,1992
1992-06-04,7.35,6,1992
1992-06-05,7.36,6,1992
1992-06-06,7.29,6,1992
1992-06-07,7.22,6,1992
1992-06-08,7.34,6,1992
1992-06-09,7.47,6,1992
1992-06-10,7.6,6,1992
1992-06-11,7.65,6,1992
1992-06-12,7.8,6,1992
1992-06-13,7.95,6,1992
1992-06-14,8,6,1992
1992-06-15,7.91,6,1992
1992-06-16,7.76,6,1992
1992-06-17,7.85,6,1992
1992-06-18,7.81,6,1992
1992-06-19,7.82,6,1992
1992-06-20,7.79,6,1992
1992-06-21,7.75,6,1992
1992-06-22,7.72,6,1992
1992-06-23,7.79,6,1992
1992-06-24,7.92,6,1992
1992-06-25,8.1,6,1992
1992-06-26,8.13,6,1992
1992-06-27,8.14,6,1992
1992-06-28,8.05,6,1992
1992-06-29,8.04,6,1992
1992-06-30,7.94,6,1992
1992-07-01,8.05,7,1992
1992-07-02,8.15,7,1992
1992-07-03,8.27,7,1992
1992-07-04,8.41,7,1992
1992-07-05,8.7,7,1992
1992-07-06,8.75,7,1992
1992-07-07,8.85,7,1992
1992-07-08,8.91,7,1992
1992-07-09,9.01,7,1992
1992-07-10,9.01,7,1992
1992-07-11,9.11,7,1992
1992-07-12,9.12,7,1992
1992-07-13,9.25,7,1992
1992-07-14,9.29,7,1992
1992-07-15,9.32,7,1992
1992-07-16,9.31,7,1992
1992-07-17,9.35,7,1992
1992-07-18,9.39,7,1992
1992-07-19,9.48,7,1992
1992-07-20,9.6,7,1992
1992-07-21,9.65,7,1992
1992-07-22,9.78,7,1992
1992-07-23,9.92,7,1992
1992-07-24,9.76,7,1992
1992-07-25,9.9,7,1992
1992-07-26,9.96,7,1992
1992-07-27,10.03,7,1992
1992-07-28,10.11,7,1992
1992-07-29,10.04,7,1992
1992-07-30,9.94,7,1992
1992-07-31,9.9,7,1992
1992-08-01,9.85,8,1992
1992-08-02,9.79,8,1992
1992-08-03,9.79,8,1992
1992-08-04,9.7,8,1992
1992-08-05,9.63,8,1992
1992-08-06,9.62,8,1992
1992-08-07,9.74,8,1992
1992-08-08,9.84,8,1992
1992-08-09,9.9,8,1992
1992-08-10,10,8,1992
1992-08-11,10.15,8,1992
1992-08-12,9.98,8,1992
1992-08-13,9.8,8,1992
1992-08-14,9.82,8,1992
1992-08-15,9.88,8,1992
1992-08-16,9.85,8,1992
1992-08-17,9.66,8,1992
1992-08-18,9.55,8,1992
1992-08-19,9.53,8,1992
1992-08-20,9.62,8,1992
1992-08-21,9.55,8,1992
1992-08-22,9.43,8,1992
1992-08-23,9.45,8,1992
1992-08-24,9.43,8,1992
1992-08-25,9.35,8,1992
1992-08-26,9.24,8,1992
1992-08-27,9.21,8,1992
1992-08-28,9.2,8,1992
1992-08-29,9.26,8,1992
1992-08-30,9.34,8,1992
1992-08-31,9.28,8,1992
1992-09-01,9.24,9,1992
1992-09-02,9.24,9,1992
1992-09-03,9.23,9,1992
1992-09-04,9.36,9,1992
1992-09-05,9.38,9,1992
1992-09-06,9.44,9,1992
1992-09-07,9.5,9,1992
1992-09-08,9.63,9,1992
1992-09-09,9.69,9,1992
1992-09-10,9.66,9,1992
1992-09-11,9.57,9,1992
1992-09-12,9.65,9,1992
1992-09-13,9.79,9,1992
1992-09-14,9.81,9,1992
1992-09-15,9.79,9,1992
1992-09-16,9.69,9,1992
1992-09-17,9.72,9,1992
1992-09-18,9.73,9,1992
1992-09-19,9.64,9,1992
1992-09-20,9.41,9,1992
1992-09-21,9.25,9,1992
1992-09-22,9.23,9,1992
1992-09-23,9.1,9,1992
1992-09-24,8.99,9,1992
1992-09-25,8.91,9,1992
1992-09-26,8.83,9,1992
1992-09-27,8.82,9,1992
1992-09-28,8.77,9,1992
1992-09-29,8.52,9,1992
1992-09-30,8.52,9,1992
1992-10-01,8.54,10,1992
1992-10-02,8.57,10,1992
1992-10-03,8.6,10,1992
1992-10-04,8.53,10,1992
1992-10-05,8.5,10,1992
1992-10-06,8.52,10,1992
1992-10-07,8.39,10,1992
1992-10-08,8.28,10,1992
1992-10-09,8.12,10,1992
1992-10-10,7.96,10,1992
1992-10-11,7.82,10,1992
1992-10-12,7.81,10,1992
1992-10-13,7.83,10,1992
1992-10-14,7.86,10,1992
1992-10-15,7.82,10,1992
1992-10-16,7.68,10,1992
1992-10-17,7.65,10,1992
1992-10-18,7.54,10,1992
1992-10-19,7.41,10,1992
1992-10-20,7.24,10,1992
1992-10-21,7.13,10,1992
1992-10-22,7.2,10,1992
1992-10-23,7.2,10,1992
1992-10-24,7.25,10,1992
1992-10-25,7.22,10,1992
1992-10-26,7.22,10,1992
1992-10-27,7.28,10,1992
1992-10-28,7.32,10,1992
1992-10-29,7.35,10,1992
1992-10-30,7.27,10,1992
1992-10-31,7.12,10,1992
1992-11-01,6.83,11,1992
1992-11-02,6.73,11,1992
1992-11-03,6.69,11,1992
1992-11-04,6.45,11,1992
1992-11-05,6.43,11,1992
1992-11-06,6.4,11,1992
1992-11-07,6.22,11,1992
1992-11-08,6.37,11,1992
1992-11-09,6.5,11,1992
1992-11-10,6.28,11,1992
1992-11-11,6.2,11,1992
1992-11-12,6.15,11,1992
1992-11-13,6.02,11,1992
1992-11-14,5.73,11,1992
1992-11-15,5.69,11,1992
1992-11-16,5.85,11,1992
1992-11-17,5.97,11,1992
1992-11-18,5.8,11,1992
1992-11-19,5.77,11,1992
1992-11-20,5.65,11,1992
1992-11-21,5.61,11,1992
1992-11-22,5.62,11,1992
1992-11-23,5.75,11,1992
1992-11-24,5.75,11,1992
1992-11-25,5.79,11,1992
1992-11-26,5.86,11,1992
1992-11-27,5.72,11,1992
1992-11-28,5.61,11,1992
1992-11-29,5.64,11,1992
1992-11-30,5.77,11,1992
1992-12-01,5.58,12,1992
1992-12-02,5.69,12,1992
1992-12-03,5.74,12,1992
1992-12-04,5.43,12,1992
1992-12-05,5.27,12,1992
1992-12-06,5.43,12,1992
1992-12-07,5.42,12,1992
1992-12-08,5.15,12,1992
1992-12-09,4.79,12,1992
1992-12-10,4.47,12,1992
1992-12-11,4.26,12,1992
1992-12-12,4.39,12,1992
1992-12-13,4.31,12,1992
1992-12-14,3.79,12,1992
1992-12-15,3.4,12,1992
1992-12-16,3.34,12,1992
1992-12-17,3.54,12,1992
1992-12-18,3.68,12,1992
1992-12-19,3.55,12,1992
1992-12-20,3.6,12,1992
1992-12-21,3.69,12,1992
1992-12-22,3.65,12,1992
1992-12-23,3.74,12,1992
1992-12-24,3.86,12,1992
1992-12-25,3.77,12,1992
1992-12-26,3.68,12,1992
1992-12-27,3.59,12,1992
1992-12-28,3.65,12,1992
1992-12-29,3.59,12,1992
1992-12-30,3.53,12,1992
1992-12-31,3.53,12,1992
1993-01-01,3.66,1,1993
1993-01-02,3.48,1,1993
1993-01-03,3.2,1,1993
1993-01-04,3.16,1,1993
1993-01-05,3.18,1,1993
1993-01-06,3.2,1,1993
1993-01-07,3.32,1,1993
1993-01-08,3.43,1,1993
1993-01-09,3.4,1,1993
1993-01-10,3.26,1,1993
1993-01-11,3.25,1,1993
1993-01-12,3.21,1,1993
1993-01-13,3.28,1,1993
1993-01-14,3.35,1,1993
1993-01-15,3.26,1,1993
1993-01-16,3.27,1,1993
1993-01-17,3.25,1,1993
1993-01-18,3.23,1,1993
1993-01-19,3.11,1,1993
1993-01-20,2.78,1,1993
1993-01-21,2.08,1,1993
1993-01-22,1.84,1,1993
1993-01-23,1.89,1,1993
1993-01-24,2.17,1,1993
1993-01-25,2.44,1,1993
1993-01-26,2.48,1,1993
1993-01-27,2.7,1,1993
1993-01-28,2.68,1,1993
1993-01-29,2.54,1,1993
1993-01-30,2.4,1,1993
1993-01-31,2.13,1,1993
1993-02-01,1.46,2,1993
1993-02-02,1.13,2,1993
1993-02-03,1.08,2,1993
1993-02-04,1.42,2,1993
1993-02-05,1.25,2,1993
1993-02-06,1.13,2,1993
1993-02-07,1.14,2,1993
1993-02-08,1.29,2,1993
1993-02-09,1.55,2,1993
1993-02-10,1.9,2,1993
1993-02-11,2,2,1993
1993-02-12,2.09,2,1993
1993-02-13,2.26,2,1993
1993-02-14,2.42,2,1993
1993-02-15,2.52,2,1993
1993-02-16,2.58,2,1993
1993-02-17,2.66,2,1993
1993-02-18,2.66,2,1993
1993-02-19,2.73,2,1993
1993-02-20,2.83,2,1993
1993-02-21,2.88,2,1993
1993-02-22,2.77,2,1993
1993-02-23,2.79,2,1993
1993-02-24,2.81,2,1993
1993-02-25,2.8,2,1993
1993-02-26,2.88,2,1993
1993-02-27,2.91,2,1993
1993-02-28,2.95,2,1993
1993-03-01,2.94,3,1993
1993-03-02,2.95,3,1993
1993-03-03,2.9,3,1993
1993-03-04,2.9,3,1993
1993-03-05,2.98,3,1993
1993-03-06,3,3,1993
