FISHID,Month,Year,PreySpecies,PreyCount,Prey_WW_g,PreyLH
BL0779,7,2010,ACARTIALONGIREMIS,73,0.00334048,Adult
BL0779,7,2010,HARPACTICOIDA,3,0.00155931,Adult
BL0782,7,2010,ACARTIALONGIREMIS,131,0.00599456,Adult
BL0782,7,2010,CLADOCERA,9,0.00062568,Adult
BL0782,7,2010,HARPACTICOIDA,2,0.00103954,Adult
BL0785,7,2010,ACARTIALONGIREMIS,157,0.00718432,Adult
BL0785,7,2010,CLADOCERA,1,0.00006952,Adult
BL0785,7,2010,HARPACTICOIDA,4,0.00207908,Adult
BL0799,7,2010,ACARTIALONGIREMIS,81,0.00370656,Adult
BL0799,7,2010,CLADOCERA,9,0.00062568,Adult
BL0799,7,2010,HARPACTICOIDA,2,0.00103954,Adult
BL0812,7,2010,ACARTIALONGIREMIS,87,0.00398112,Adult
BL0812,7,2010,CLADOCERA,13,0.00090376,Adult
BL0812,7,2010,CUMACEA,5,0.00146775,Adult
BL0812,7,2010,GAMMARIDAE,1,0.00002,Adult
BL0812,7,2010,HARPACTICOIDA,2,0.00103954,Adult
BL0812,7,2010,METRIDIA,6,0.00009474,Adult
BL0823,7,2010,HARPACTICOIDA,7,0.00363839,Adult
BL0823,7,2010,MYSIDAE,1,0.00001,Adult
BL0831,7,2010,ACARTIALONGIREMIS,62,0.00283712,Adult
BL0831,7,2010,CUMACEA,2,0.0005871,Adult
BL0831,7,2010,HARPACTICOIDA,43,0.02235011,Adult
BL0831,7,2010,METRIDIA,7,0.00011053,Adult
BL0831,7,2010,PTEROPODA,1,0.00041134,Adult
BL0833,7,2010,ACARTIALONGIREMIS,40,0.0018304,Adult
BL0833,7,2010,CUMACEA,2,0.0005871,Adult
BL0833,7,2010,HARPACTICOIDA,22,0.01143494,Adult
BL0838,7,2010,ACARTIALONGIREMIS,27,0.00123552,Adult
BL0838,7,2010,CLADOCERA,6,0.00041712,Adult
BL0838,7,2010,CUMACEA,6,0.0017613,Adult
BL0839,7,2010,CUMACEA,1,0.00029355,Adult
BL0839,7,2010,GAMMARIDAE,19,0.00001,AdultVerySmall
BL0840,7,2010,ACARTIALONGIREMIS,186,0.00851136,Adult
BL0840,7,2010,CUMACEA,7,0.00111,Adult
BL0840,7,2010,GAMMARIDAE,1,0.00016,Adult
BL0840,7,2010,HARPACTICOIDA,3,0.00155931,Adult
BL0843,7,2010,ACARTIALONGIREMIS,101,0.00462176,Adult
BL0843,7,2010,HARPACTICOIDA,4,0.00207908,Adult
BL0844,7,2010,ACARTIALONGIREMIS,13,0.00059488,Adult
BL0844,7,2010,HARPACTICOIDA,4,0.00207908,Adult
BL0848,7,2010,GAMMARIDAE,1,0.00674,Adult
BL0848,7,2010,HARPACTICOIDA,1,0.00051977,Adult
BL0848,7,2010,METRIDIA,11,0.00017369,Adult
BL0852,7,2010,CLADOCERA,4,0.00027808,Adult
BL0852,7,2010,MYSIDAE,1,0.00407,Adult
BL0854,7,2010,ACARTIALONGIREMIS,8,0.00036608,Adult
BL0854,7,2010,HARPACTICOIDA,5,0.00259885,Adult
BL0855,7,2010,ACARTIALONGIREMIS,99,0.00453024,Adult
BL0855,7,2010,HARPACTICOIDA,3,0.00155931,Adult
BL0861,7,2010,ACARTIALONGIREMIS,24,0.00109824,Adult
BL0861,7,2010,HARPACTICOIDA,1,0.00051977,Adult
BL0862,7,2010,ACARTIALONGIREMIS,141,0.00645216,Adult
BL0862,7,2010,CIRRIPEDIA,1,0.00001,BarnNaup
BL0869,7,2010,ACARTIALONGIREMIS,130,0.0059488,Adult
BL0869,7,2010,CLADOCERA,1,0.00006952,Adult
BL0869,7,2010,HARPACTICOIDA,1,0.00051977,Adult
BL0871,7,2010,HARPACTICOIDA,1,0.00051977,Adult
BL0872,7,2010,ACARTIALONGIREMIS,202,0.00924352,Adult
BL0872,7,2010,CLADOCERA,8,0.00055616,Adult
BL0872,7,2010,HARPACTICOIDA,2,0.00103954,Adult
BL0873,7,2010,ACARTIALONGIREMIS,172,0.00787072,Adult
BL0873,7,2010,CLADOCERA,6,0.00041712,Adult
BL0873,7,2010,HARPACTICOIDA,3,0.00155931,Adult
BL0876,7,2010,ACARTIALONGIREMIS,10,0.0004576,Adult
BL0876,7,2010,HARPACTICOIDA,1,0.00051977,Adult
BL0879,7,2010,ACARTIALONGIREMIS,129,0.00590304,Adult
BL0879,7,2010,CLADOCERA,7,0.00048664,Adult
BL0879,7,2010,CUMACEA,1,0.00029355,Adult
BL0879,7,2010,HARPACTICOIDA,5,0.00259885,Adult
BL0879,7,2010,METRIDIA,2,0.00003158,Adult
BL0880,8,2010,CAPRELLIDAE,9,0.00306,Juvenile
BL0880,8,2010,CUMACEA,3,0.00088065,Adult
BL0880,8,2010,GAMMARIDAE,18,0.00866345,AdultMed
BL0880,8,2010,HARPACTICOIDA,19,0.00987563,Adult
BL0880,8,2010,PTEROPODA,1,0.00041134,Adult
BL0881,8,2010,GAMMARIDAE,48,0.06575,Adult
BL0881,8,2010,HARPACTICOIDA,2,0.00103954,Adult
BL0882,8,2010,EMPTY,NA,NA,NA
BL0883,8,2010,CAPRELLIDAE,2,0.00001,JuvenileVerySmall
BL0883,8,2010,GAMMARIDAE,14,0.04217,Adult
BL0883,8,2010,HARPACTICOIDA,1,0.00051977,Adult
BL0883,8,2010,NEVERITA,4,0.00179,Juvenile
BL0884,8,2010,GAMMARIDAE,19,0.04111699,AdultVerySmall
BL0884,8,2010,HARPACTICOIDA,9,0.00467793,Adult
BL0884,8,2010,PTEROPODA,1,0.00041134,Adult
BL0885,8,2010,CAPRELLIDAE,1,0.00057,Juvenile
BL0885,8,2010,CRANGONALASKENSIS,1,0.01294,Adult
BL0885,8,2010,GAMMARIDAE,29,0.05641,AdultMed
BL0885,8,2010,HARPACTICOIDA,2,0.00103954,Adult
BL0886,8,2010,CAPRELLIDAE,1,0.00001,JuvenileVerySmall
BL0886,8,2010,CUMACEA,7,0.00205485,Adult
BL0886,8,2010,GAMMARIDAE,4,0.00063292,AdultVerySmall
BL0886,8,2010,HARPACTICOIDA,149,0.07744573,Adult
BL0886,8,2010,PTEROPODA,16,0.00658147,Adult
BL0887,8,2010,ACARTIALONGIREMIS,14,0.00064064,Adult
BL0887,8,2010,CAPRELLIDAE,3,0.00001,JuvenileVerySmall
BL0887,8,2010,CLADOCERA,1,0.00006952,Adult
BL0887,8,2010,CUMACEA,2,0.0005871,Adult
BL0887,8,2010,HARPACTICOIDA,8,0.00415816,Adult
BL0887,8,2010,MYSIDAE,1,0.00001,Adult
BL0887,8,2010,PTEROPODA,9,0.00370208,Adult
BL0887,8,2010,SIPUNCULIDA,1,0.00001,Adult
BL0888,8,2010,CUMACEA,6,0.0017613,Adult
BL0888,8,2010,GAMMARIDAE,14,0.01945,AdultSmall
BL0888,8,2010,HARPACTICOIDA,2,0.00103954,Adult
BL0888,8,2010,ISOPODA,1,0.00543,Adult
BL0888,8,2010,PTEROPODA,157,0.06458069,Adult
BL0889,8,2010,CUMACEA,2,0.0005871,Adult
BL0889,8,2010,GAMMARIDAE,9,0.02855,Adult
BL0889,8,2010,PTEROPODA,324,0.15578,Adult
BL0890,8,2010,CORPHIIDAE,1,0.0647,Adult
BL0890,8,2010,GAMMARIDAE,1,0.02591,Adult
BL0890,8,2010,PTEROPODA,4,0.00057,Adult
BL0891,8,2010,CORPHIIDAE,1,0.02219,Adult
BL0891,8,2010,GAMMARIDAE,6,0.02809,AdultSmall
BL0891,8,2010,MEGAYOLDIA,2,0.00225192,Juvenile
BL0891,8,2010,PTEROPODA,808,0.31962,Adult
BL2001,7,2018,GAMMARIDAE,1,0.00038,AdultSmall
BL2001,7,2018,HARPACTICOIDA,1,0.00051977,Adult
BL2005,7,2018,CUMACEA,3,0.00088065,Adult
BL2005,7,2018,HARPACTICOIDA,10,0.0051977,Adult
BL2005,7,2018,MYSIDAE,1,0.00001,EyesOnly
BL2006,7,2018,CAPRELLIDAE,17,0.05771,Juvenile
BL2006,7,2018,CUMACEA,4,0.00063256,Adult
BL2006,7,2018,GAMMARIDAE,13,0.01518,AdultVerySmall
BL2006,7,2018,HARPACTICOIDA,4,0.00207908,Adult
BL2006,7,2018,HYPERIIDAE,17,0.0591,Adult
BL2006,7,2018,MYSIDAE,2,0.07458,Adult
BL2007,7,2018,CAPRELLIDAE,8,0.00332,Juvenile
BL2007,7,2018,GAMMARIDAE,8,0.00285,AdultDarkPigment
BL2007,7,2018,MYSIDAE,16,0.04893,Adult
BL2010,7,2018,CAPRELLIDAE,9,0.01306,Juvenile
BL2010,7,2018,GAMMARIDAE,7,0.00237,AdultSmall
BL2010,7,2018,HARPACTICOIDA,2,0.00071,Adult
BL2011,7,2018,CAPRELLIDAE,2,0.00403,Juvenile
BL2011,7,2018,HARPACTICOIDA,6,0.00311862,Adult
BL2012,7,2018,CAPRELLIDAE,8,0.00561,Juvenile
BL2012,7,2018,HARPACTICOIDA,15,0.00779655,Adult
BL2015,7,2018,CAPRELLIDAE,9,0.00191,Juvenile
BL2015,7,2018,CIRRIPEDIA,13,0.00031525,BarnCyp
BL2015,7,2018,CLADOCERA,4,0.00027808,Adult
BL2015,7,2018,CUMACEA,1,0.00029355,Adult
BL2015,7,2018,HARPACTICOIDA,166,0.08306389,AdultLarge
BL2015,7,2018,MYSIDAE,1,0.00001,Adult
BL2016,7,2018,ACARTIALONGIREMIS,30,0.0013728,Adult
BL2016,7,2018,CAPRELLIDAE,4,0.00311,Juvenile
BL2016,7,2018,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2016,7,2018,CLADOCERA,3,0.00020856,Adult
BL2016,7,2018,CUMACEA,1,0.00029355,Adult
BL2016,7,2018,GAMMARIDAE,3,0.00214,AdultVerySmall
BL2016,7,2018,HARPACTICOIDA,7,0.00363839,Adult
BL2017,7,2018,CLADOCERA,1,0.00006952,Adult
BL2017,7,2018,GAMMARIDAE,1,0.00079,AdultSmall
BL2017,7,2018,HARPACTICOIDA,3,0.00155931,Adult
BL2019,7,2018,ACARTIALONGIREMIS,18,0.00082368,Adult
BL2019,7,2018,CAPRELLIDAE,1,0.00053,Juvenile
BL2019,7,2018,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2019,7,2018,CLADOCERA,3,0.00020856,Adult
BL2019,7,2018,HARPACTICOIDA,10,0.0051977,Adult
BL2019,7,2018,UNKNOWNMEDCOPEPOD,5,0.00005,Adult
BL2021,7,2018,ACARTIALONGIREMIS,366,0.01674816,Adult
BL2021,7,2018,CAPRELLIDAE,3,0.00183,Juvenile
BL2021,7,2018,CLADOCERA,1,0.00006952,Adult
BL2021,7,2018,HARPACTICOIDA,5,0.00259885,Adult
BL2025,7,2018,CAPRELLIDAE,7,0.00087,Juvenile
BL2025,7,2018,GAMMARIDAE,11,0.00293,Adult
BL2025,7,2018,MYSIDAE,9,0.00165,Adult
BL2026,7,2018,CAPRELLIDAE,32,0.09881,Juvenile
BL2026,7,2018,GAMMARIDAE,4,0.00544,Adult
BL2027,7,2018,CAPRELLIDAE,1,0.00052,Juvenile
BL2027,7,2018,CIRRIPEDIA,14,0.0003395,BarnCyp
BL2027,7,2018,CLADOCERA,462,0.03211824,Adult
BL2027,7,2018,GAMMARIDAE,2,0.00031646,AdultVerySmall
BL2027,7,2018,HARPACTICOIDA,25,0.01299425,Adult
BL2028,7,2018,HYPERIIDAE,2,0.00744,Adult
BL2028,7,2018,MYSIDAE,31,0.30518,Adult
BL2029,7,2018,CAPRELLIDAE,21,0.01716,Juvenile
BL2029,7,2018,GAMMARIDAE,7,0.00094,AdultPeanut
BL2029,7,2018,HYPERIIDAE,1,0.00035,Adult
BL2029,7,2018,PLANTAE,1,0.0001,plant
BL2030,7,2018,CAPRELLIDAE,6,0.00327,Juvenile
BL2030,7,2018,CLADOCERA,7,0.00048664,Adult
BL2030,7,2018,HARPACTICOIDA,18,0.00935586,Adult
BL2030,7,2018,MYSIDAE,2,0.01723,Adult
BL2031,7,2018,CAPRELLIDAE,4,0.00336,
BL2031,7,2018,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2031,7,2018,CLADOCERA,58,0.00403216,Adult
BL2031,7,2018,GAMMARIDAE,31,0.05272,AdultSmall
BL2031,7,2018,HARPACTICOIDA,9,0.00467793,Adult
BL2034,7,2018,CALANUS,11,0.00654,Adult
BL2034,7,2018,CIRRIPEDIA,2,0.0000485,BarnCyp
BL2034,7,2018,CLADOCERA,462,0.03211824,Adult
BL2034,7,2018,GAMMARIDAE,25,0.02009,AdultVerySmall
BL2034,7,2018,HARPACTICOIDA,2,0.00103954,Adult
BL2034,7,2018,HYPERIIDAE,3,0.00606,Adult
BL2034,7,2018,MYSIDAE,8,0.0321,Adult
BL2038,7,2018,HARPACTICOIDA,7,0.00363839,Adult
BL2038,7,2018,UNKNOWNMEDCOPEPOD,4,0.00013,Adult
BL2041,7,2018,CAPRELLIDAE,1,0.00031,Juvenile
BL2041,7,2018,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2041,7,2018,CLADOCERA,152,0.01056704,Adult
BL2041,7,2018,CUMACEA,1,0.00029355,Adult
BL2041,7,2018,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2041,7,2018,HARPACTICOIDA,21,0.01091517,Adult
BL2041,7,2018,METRIDIA,8,0.00012632,Adult
BL2041,7,2018,MYSIDAE,28,0.03643,Adult
BL2042,7,2018,ACARTIALONGIREMIS,2,0.00009152,Adult
BL2042,7,2018,CAPRELLIDAE,3,0.00064,Juvenile
BL2042,7,2018,CUMACEA,2,0.0005871,Adult
BL2042,7,2018,HARPACTICOIDA,6,0.00311862,Adult
BL2043,7,2018,CAPRELLIDAE,5,0.0016,JuvenileSmall
BL2043,7,2018,HARPACTICOIDA,3,0.00155931,Adult
BL2045,7,2018,CAPRELLIDAE,4,0.00281,Juvenile
BL2045,7,2018,GAMMARIDAE,7,0.00668,AdultSmall
BL2045,7,2018,HARPACTICOIDA,30,0.0155931,Adult
BL2045,7,2018,MYSIDAE,15,0.02426,Adult
BL2046,7,2013,EMPTY,NA,NA,NA
BL2047,7,2013,CLADOCERA,21,0.00146001,Adult
BL2047,7,2013,CUMACEA,1,0.00029355,Adult
BL2047,7,2013,GAMMARIDAE,2,0.00031646,AdultTiny
BL2047,7,2013,HARPACTICOIDA,5,0.00259885,Adult
BL2047,7,2013,METRIDIA,48,0.0007579,Adult
BL2048,7,2013,ACARTIALONGIREMIS,42,0.00192186,Adult
BL2048,7,2013,CLADOCERA,17,0.00118191,Adult
BL2048,7,2013,METRIDIA,4,0.00006316,Adult
BL2048,7,2013,PLASTIC,1,0.00001,Plastic
BL2049,7,2013,ACARTIALONGIREMIS,26,0.00118976,Adult
BL2049,7,2013,CIRRIPEDIA,15,0.00036375,BarnCyp
BL2049,7,2013,CLADOCERA,14,0.00097328,Adult
BL2049,7,2013,HARPACTICOIDA,13,0.00675701,Adult
BL2050,7,2013,CIRRIPEDIA,7,0.00016975,BarnCyp
BL2050,7,2013,CLADOCERA,4,0.00027808,Adult
BL2050,7,2013,HARPACTICOIDA,82,0.04262114,Adult
BL2050,7,2013,MYSIDAE,1,0.00001,Adult
BL2050,7,2013,NEVERITA,1,0.00094861,Juvenile
BL2054,7,2013,ACARTIALONGIREMIS,35,0.0016016,Adult
BL2054,7,2013,CIRRIPEDIA,18,0.0004365,BarnCyp
BL2054,7,2013,CLADOCERA,77,0.00535304,Adult
BL2054,7,2013,HARPACTICOIDA,65,0.03378505,Adult
BL2055,7,2013,EMPTY,NA,NA,NA
BL2058,7,2013,CIRRIPEDIA,2,0.0000485,BarnCyp
BL2058,7,2013,CLADOCERA,7,0.00048667,Adult
BL2058,7,2013,HARPACTICOIDA,18,0.00187,Adult
BL2058,7,2013,ROCK,1,0.0002,Rock
BL2059,7,2013,ACARTIALONGIREMIS,8,0.00036608,Adult
BL2059,7,2013,HARPACTICOIDA,4,0.00207908,Adult
BL2060,7,2013,ACARTIALONGIREMIS,50,0.00228793,Adult
BL2061,7,2013,CAPRELLIDAE,3,0.00288,Juvenile
BL2061,7,2013,GAMMARIDAE,54,0.01491,AdultVerySmall
BL2061,7,2013,HARPACTICOIDA,26,0.01351402,Adult
BL2062,7,2013,ACARTIALONGIREMIS,2,0.00009152,Adult
BL2062,7,2013,CAPRELLIDAE,1,0.00006,Juvenile
BL2062,7,2013,CIRRIPEDIA,2,0.0000485,BarnCyp
BL2062,7,2013,CLADOCERA,7,0.00048664,Adult
BL2062,7,2013,GAMMARIDAE,7,0.00110761,AdultVerySmall
BL2062,7,2013,HARPACTICOIDA,12,0.00623724,Adult
BL2062,7,2013,MYSIDAE,1,0.00001,AdultVerySmall
BL2063,7,2013,ACARTIALONGIREMIS,29,0.00132704,Adult
BL2063,7,2013,CLADOCERA,10,0.0006952,Adult
BL2063,7,2013,HARPACTICOIDA,3,0.00155931,Adult
BL2064,7,2013,CAPRELLIDAE,9,0.00186,Juvenile
BL2064,7,2013,CLADOCERA,2,0.00013905,Adult
BL2064,7,2013,GAMMARIDAE,50,0.0037,AdultTiny
BL2064,7,2013,HARPACTICOIDA,15,0.0001,Adult
BL2064,7,2013,METRIDIA,6,0.00009474,Adult
BL2066,7,2013,ACARTIALONGIREMIS,10,0.000457586,Adult
BL2067,7,2013,ACARTIALONGIREMIS,1,0.00004576,Adult
BL2067,7,2013,CLADOCERA,1,0.00006952,Adult
BL2068,7,2013,ClADOCERA,3,0.00020857,Adult
BL2068,7,2013,GAMMARIDAE,169,0.03806,AdultTiny
BL2068,7,2013,HARPACTICOIDA,5,0.00259885,Adult
BL2068,7,2013,NEVERITA,1,0.00094861,Adult
BL2069,7,2013,CLADOCERA,2,0.00013904,Adult
BL2069,7,2013,HARPACTICOIDA,12,0.00623724,Adult
BL2070,7,2013,CLADOCERA,10,0.00069524,Adult
BL2070,7,2013,HARPACTICOIDA,14,0.00108,Adult
BL2070,7,2013,METRIDIA,3,0.00004737,Adult
BL2071,7,2013,ACARTIALONGIREMIS,5,0.0002288,Adult
BL2071,7,2013,CLADOCERA,1,0.00006952,Adult
BL2073,7,2013,CAPRELLIDAE,2,0.00027,Juvenile
BL2073,7,2013,CIRRIPEDIA,2,0.0000485,BarnCyp
BL2073,7,2013,CLADOCERA,5,0.00034762,Adult
BL2073,7,2013,GAMMARIDAE,6,0.00137,AdultTiny
BL2073,7,2013,HARPACTICOIDA,18,0.00303,Adult
BL2076,7,2013,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2076,7,2013,HARPACTICOIDA,79,0.04106183,Adult
BL2077,7,2013,HARPACTICOIDA,55,0.00133,Adult
BL2079,7,2013,ACARTIALONGIREMIS,8,0.00036607,Adult
BL2079,7,2013,CLADOCERA,13,0.00090381,Adult
BL2079,7,2013,MYSIDAE,2,0.01258,Adult
BL2079,7,2013,UNKNOWNSHRIMP,1,0.00027,Adult
BL2080,7,2013,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2080,7,2013,CUMACEA,4,0.00053,Adult
BL2080,7,2013,GAMMARIDAE,31,0.00544,AdultTiny
BL2080,7,2013,HARPACTICOIDA,84,0.04366069,Adult
BL2080,7,2013,NEVERITA,4,0.00177,Adult
BL2083,7,2013,HARPACTICOIDA,74,0.03846299,Adult
BL2084,7,2013,CIRRIPEDIA,6,0.0001455,BarnCyp
BL2084,7,2013,CLADOCERA,89,0.00618728,Adult
BL2084,7,2013,HARPACTICOIDA,40,0.0207908,Adult
BL2088,8,2013,GAMMARIDAE,3,0.02186,AdultPeanut
BL2089,8,2013,GAMMARIDAE,2,0.00531,Adult
BL2089,8,2013,HARPACTICOIDA,30,0.0011,Adult
BL2089,8,2013,METRIDIA,44,0.00113,Adult
BL2090,8,2013,ACARTIALONGIREMIS,72,0.00329472,Adult
BL2090,8,2013,CLADOCERA,7,0.00048664,Adult
BL2090,8,2013,CUMACEA,1,0.00029355,Adult
BL2090,8,2013,HARPACTICOIDA,1,0.00051977,Adult
BL2091,8,2013,GAMMARIDAE,29,0.06607,AdultSmall
BL2091,8,2013,MICROGADUSPROXIMUS,6,0.01185,Larvae
BL2093,8,2013,CAPRELLIDAE,3,0.00678,Juvenile
BL2093,8,2013,GAMMARIDAE,3,0.00019,AdultTiny
BL2093,8,2013,HARPACTICOIDA,4,0.00207908,Adult
BL2093,8,2013,METRIDIA,7,0.00011053,Adult
BL2096,8,2013,CUMACEA,1,0.0002819,Adult
BL2096,8,2013,GAMMARIDAE,21,0.08742,Adult
BL2096,8,2013,MICROGADUSPROXIMUS,25,0.02226,Larvae
BL2096,8,2013,UNKNOWNPANDALID,2,0.00292,Adult
BL2097,8,2013,EURYTEMORA,137,0.01803493,Adult
BL2097,8,2013,UNKNOWNSMALLCOPEPOD,1,0.00001,Adult
BL2098,8,2013,ACARTIALONGIREMIS,6,0.00027455,Adult
BL2098,8,2013,HARPACTICOIDA,13,0.00012,Adult
BL2099,8,2013,GAMMARIDAE,5,0.00134,Adult
BL2099,8,2013,NEPHTYSSP,1,0.02287,Adult
BL2101,8,2013,GAMMARIDAE,2,0.01594,AdultLarge
BL2101,8,2013,METRIDIA,2,0.00003158,Adult
BL2101,8,2013,PLASTIC,3,0.00001,Plastic
BL2102,8,2013,COPEPODA,1,0.00001,Adult
BL2102,8,2013,GAMMARIDAE,3,0.00327,Adult
BL2102,8,2013,METRIDIA,26,0.00041053,Adult
BL2104,8,2013,CLADOCERA,39,0.00271144,Adult
BL2104,8,2013,HARPACTICOIDA,25,0.00687701,Adult
BL2104,8,2013,METRIDIA,35,0.00055264,Adult
BL2107,8,2013,CUMACEA,1,0.00032,Adult
BL2107,8,2013,GAMMARIDAE,90,0.20976,Adult
BL2107,8,2013,HYPERIIDAE,1,0.00066,Adult
BL2107,8,2013,MYSIDAE,1,0.00654,Adult
BL2107,8,2013,UNKNOWNAMPHIPOD,1,0.00028,Adult
BL2108,8,2013,CUMACEA,7,0.00396,Adult
BL2108,8,2013,GAMMARIDAE,17,0.02384,Adult
BL2108,8,2013,HARPACTICOIDA,12,0.00525,Adult
BL2108,8,2013,MEGAYOLDIA,36,0.0271,AdultVerySmall
BL2108,8,2013,ROCK,5,0.00551,Rock
BL2110,8,2013,CUMACEA,1,0.00029355,Adult
BL2110,8,2013,GAMMARIDAE,20,0.10429,Adult
BL2110,8,2013,NEMATODA,1,0.00076,Adult
BL2111,8,2013,SIPUNCULIDA,8,0.00001,Plant
BL2113,8,2013,HARPACTICOIDA,7,0.00007,Adult
BL2113,8,2013,METRIDIA,39,0.00023,Adult
BL2115,8,2013,GAMMARIDAE,11,0.02989,Adult
BL2116,8,2013,CORPHIIDAE,2,0.03168,AdultVeryBig
BL2116,8,2013,GAMMARIDAE,58,0.14007,Adult
BL2118,8,2013,ACARTIALONGIREMIS,8,0.00036608,Adult
BL2118,8,2013,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2119,8,2013,GAMMARIDAE,102,0.25431,AdultMed
BL2120,8,2013,CUMACEA,1,0.00037,Adult
BL2120,8,2013,GAMMARIDAE,4,0.0046,Adult
BL2120,8,2013,HARPACTICOIDA,5,0.00085,Adult
BL2120,8,2013,ROCK,16,0.00076,Rock
BL2122,8,2013,CAPRELLIDAE,1,0.00097,Juvenile
BL2122,8,2013,CUMACEA,8,0.00118,Adult
BL2122,8,2013,HARPACTICOIDA,4,0.00191,Adult
BL2122,8,2013,MYSIDAE,2,0.00035,Adult
BL2124,8,2013,CUMACEA,1,0.00029355,Adult
BL2124,8,2013,GAMMARIDAE,1,0.00015823,AdultTiny
BL2124,8,2013,HARPACTICOIDA,6,0.00049,Adult
BL2125,8,2013,CORPHIIDAE,7,0.10613,AdultVeryBig
BL2125,8,2013,GAMMARIDAE,14,0.03923,Adult
BL2126,7,2015,ACARTIALONGIREMIS,46,0.00210496,Adult
BL2127,7,2015,EMPTY,NA,NA,NA
BL2128,7,2015,CLADOCERA,2,0.00013904,Adult
BL2129,7,2015,ACARTIALONGIREMIS,52,0.00237952,Adult
BL2129,7,2015,HARPACTICOIDA,3,0.00155931,Adult
BL2130,7,2014,GAMMARIDAE,2,0.00446,Adult
BL2130,7,2014,HARPACTICOIDA,6,0.00311862,Adult
BL2130,7,2014,MYSIDAE,3,0.00504,Adult
BL2130,7,2014,NEVERITA,1,0.00094861,Juvenile
BL2134,7,2014,HARPACTICOIDA,2,0.00103954,Adult
BL2134,7,2014,MYSIDAE,34,0.03561046,Adult
BL2135,7,2014,ACARTIALONGIREMIS,30,0.0013728,Adult
BL2135,7,2014,GAMMARIDAE,2,0.00037,AdultVerySmall
BL2135,7,2014,HARPACTICOIDA,8,0.00415816,Adult
BL2137,7,2014,CIRRIPEDIA,1,0.00002425,BarnCyp
BL2137,7,2014,CLADOCERA,1,0.00006952,Adult
BL2137,7,2014,HARPACTICOIDA,7,0.00363839,Adult
BL2138,7,2014,GAMMARIDAE,2,0.00278,AdultVerySmall
BL2138,7,2014,SHRIMPLARVAE,11,0.00213,Larvae
BL2139,7,2014,ACARTIALONGIREMIS,13,0.00059488,Adult
BL2139,7,2014,GAMMARIDAE,5,0.00012,AdultVerySmall
BL2139,7,2014,HARPACTICOIDA,4,0.00207908,Adult
BL2139,7,2014,MYSIDAE,18,0.00915,Adult
BL2140,7,2014,MYSIDAE,6,0.00621,Adult
BL2141,7,2014,ACARTIALONGIREMIS,4,0.00018304,Adult
BL2141,7,2014,HARPACTICOIDA,1,0.00051977,Adult
BL2141,7,2014,MYSIDAE,27,0.01204,Adult
BL2142,7,2014,MYSIDAE,9,0.01049,Adult
BL2143,7,2014,ACARTIALONGIREMIS,28,0.00128128,Adult
BL2143,7,2014,GAMMARIDAE,2,0.00037,AdultVerySmall
BL2143,7,2014,MYSIDAE,2,0.00114,Adult
BL2144,7,2014,CALANUS,1,0.00036941,Adult
BL2144,7,2014,HARPACTICOIDA,5,0.00259885,Adult
BL2144,7,2014,MYSIDAE,7,0.02916,Adult
BL2146,7,2014,CAPRELLIDAE,2,0.00078,Juvenile
BL2146,7,2014,CLADOCERA,36,0.00250272,Adult
BL2146,7,2014,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2146,7,2014,HARPACTICOIDA,7,0.00363839,Adult
BL2146,7,2014,METRIDIA,13,0.00020527,Adult
BL2146,7,2014,MYSIDAE,8,0.01907,Adult
BL2147,7,2014,ACARTIALONGIREMIS,7,0.00032032,Adult
BL2147,7,2014,MYSIDAE,8,0.03203,Adult
BL2148,7,2014,ACARTIALONGIREMIS,7,0.00032032,Adult
BL2148,7,2014,CLADOCERA,23,0.00159896,Adult
BL2148,7,2014,HARPACTICOIDA,1,0.00051977,Adult
BL2148,7,2014,MYSIDAE,2,0.00116,Adult
BL2150,7,2014,CLADOCERA,1,0.00006952,Adult
BL2150,7,2014,GAMMARIDAE,1,0.00021,AdultVerySmall
BL2150,7,2014,HARPACTICOIDA,5,0.00259885,Adult
BL2150,7,2014,MYSIDAE,3,0.00445,Adult
BL2152,7,2014,CIRRIPEDIA,5,0.00012125,BarnCyp
BL2152,7,2014,CLADOCERA,6,0.00041712,Adult
BL2152,7,2014,HARPACTICOIDA,2,0.00103954,Adult
BL2152,7,2014,SHRIMPLARVAE,1,0.00037,Larvae
BL2154,7,2014,MYSIDAE,41,0.00749,Adult
BL2155,7,2014,GAMMARIDAE,1,0.00015823,AdultVerySmall
BL2155,7,2014,MYSIDAE,1,0.00001,Adult
BL2156,7,2014,HARPACTICOIDA,6,0.00311862,Adult
BL2156,7,2014,MYSIDAE,1,0.00322,Adult
BL2158,7,2014,HARPACTICOIDA,6,0.00311862,Adult
BL2158,7,2014,MYSIDAE,22,0.03828,Adult
BL2159,7,2014,ACARTIALONGIREMIS,5,0.0002288,Adult
BL2159,7,2014,CAPRELLIDAE,1,0.00064,Juvenile
