"","X","FISHID","Year","Month","Heatwave","CLADOCERA","GAMMARIDAE","HARPACTICOIDA","MYSIDAE","CAPRELLIDAE","CALANOIDA","ANNELIDA","OTHER","SL_mm","WholeBodyWW_g","HSI","LWResiduals_All","SeineID","SITEID","Date","TridentTemp","Site","Bay","Habitat","NMDS1","NMDS2","NMDS3"
"102",102,"BL0084",2009,8,"Before",0.0623281982573099,0.00128211767846775,0.00689387578984206,0,0,0.854576345641251,0.0739597114970288,0.000959751136100131,75,4.6804,1.014870524,0.143862411,294,"SITE14",2009-08-29,9.630833333,"LaminariaEast","Cook","Laminaria",-0.533647339711262,-0.231716122171635,-0.909936698880983
"103",103,"BL0114",2009,8,"Before",0.034510005844976,0,0.10524201066421,0,0.0062301942173187,0.854017789273496,0,0,64,2.9151,1.070289184,0.156523206,294,"SITE14",2009-08-29,9.630833333,"LaminariaEast","Cook","Laminaria",-0.828289737761117,-0.120410613120297,-0.824610915327835
"104",104,"BL2354",2019,8,"Heatwave",0,0.0540576077698039,0.0159172668709331,0.853540259887518,0,0,0.0764848654717454,0,104,14.8356,1.982393702,0.29551887,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.783329435676136,-0.630495428295887,-0.316283221979575
"105",105,"BL2169",2018,8,"Between",0,0.136481188293361,0,0.853400945657885,0,0,0,0.0101178660487533,123,23.8667,1.470668337,0.256669665,792,"SITE1",2018-08-23,10.34541667,"EelgrassPatches","ALB","Eelgrass",0.885669847274787,-0.50801679363544,-0.363239033818005
"106",106,"BL0140",2009,8,"Before",0,0,0.0301566141717857,0.852600400153095,0,0,0,0.11724298567512,62,2.5818,0.108451468,0.13241884,273,"SITE8",2009-08-23,9.260416667,"WhiteRock","ALB","Bare",0.658875242537997,-0.764103200406178,-0.0997281427203874
"107",107,"BL2218",2015,8,"Heatwave",0,0,0,0,0.851219803161348,0.120504026245154,0,0.0282761705934984,93,9.233,0.629264594,0.163925011,641,"SITE15",2015-08-26,12.72958333,"EelgrassSouth","Cook","Eelgrass",-0.386369672067209,-1.06332036429023,-0.537245253260029
"108",108,"BL2197",2018,8,"Between",0,0.0533237052577883,0.0965478547008983,0,0,0,0,0.850128440041313,67,3.1684,0.590203257,0.09943501,792,"SITE1",2018-08-23,10.34541667,"EelgrassPatches","ALB","Eelgrass",0.0325589623541648,-0.0190228926307861,0.986799072104472
"109",109,"BL0134",2009,8,"Before",0,0,0,0.849768280123584,0.150231719876416,0,0,0,68,2.2484,0.902864259,-0.288982583,273,"SITE8",2009-08-23,9.260416667,"WhiteRock","ALB","Bare",0.824589287336294,-0.874060564076239,-0.338592907130302
"110",110,"BL0136",2009,8,"Before",0,0,0.15134670365683,0,0,0,0,0.84865329634317,72,4.1236,0.567465322,0.142328891,273,"SITE8",2009-08-23,9.260416667,"WhiteRock","ALB","Bare",-0.0884866249611276,-0.069917824762631,1.01441113413919
"111",111,"BL0728",2007,8,"Before",0.842717603036863,0,0.129868270036806,0,0,0.0157342403582858,0,0.0116798865680445,65,1.7652,0.084976207,-0.392638799,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-1.02063928735967,-0.726456673877076,0.472321413306214
"112",112,"BL0552",2008,8,"Before",0.0041538628753214,0.00637765376315842,0.123259202892847,0,0,0.843943478755698,0,0.0222658017129752,61,1.7938,0.039023302,-0.181891596,207,"SITE3",2008-08-23,9.508333333,"EelgrassPoint","ALB","Eelgrass",-0.75807243724576,-0.0644848054184874,-0.760900275962441
"113",113,"BL2371",2019,8,"Heatwave",0,0.0572563104241007,0,0.841633705134259,0.0123828285252069,0,0,0.0887271559164338,89,8.876,2.175529518,0.259243354,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.795395223082299,-0.660142825792536,-0.179447728968431
"114",114,"BL2091",2013,8,"Before",0,0.838246186564975,0,0,0,0,0,0.161753813435025,77,4.6546,NA,0.057669636,507,"SITE15",2013-08-28,9.385416667,"EelgrassSouth","Cook","Eelgrass",0.452036738519543,0.937341329384569,-0.0024532484016738
"115",115,"BL0885",2010,8,"Before",0,0.83687396815399,0.0376279086773828,0,0.0191678884256373,0,0,0.106330234742989,65,3.1669,0.129464145,0.191850394,333,"SITE15",2010-08-23,10.42416667,"EelgrassSouth","Cook","Eelgrass",0.359388074023794,0.926648449562614,-0.0900371782328759
"116",116,"BL0426",2006,8,"Before",0.0259886059246867,0,0.118996441098897,0,0,0.855014952976417,0,0,61,2.3512,0.046784621,0.088697966,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-0.943877366879382,-0.0269532510838328,-0.836873417021374
"117",117,"BL0548",2008,8,"Before",0,0.0280807599492007,0,0,0.0822150482710828,0.825508979744362,0,0.0641952120353545,62,1.6029,0.155967309,-0.344253501,220,"SITE12",2008-08-26,9.845416667,"BareNorth","Cook","Bare",-0.501225869830365,-0.169364221247253,-0.87855761771496
"118",118,"BL2278",2017,8,"Between",0,0.817498545339316,0.182501454660684,0,0,0,0,0,84,5.5913,0.116252034,-0.025673077,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",0.0882251904966496,1.06829475958872,-0.136668123244252
"119",119,"BL0562",2008,8,"Before",0.00194258935003457,0.0962829693135539,0.0833213946610371,0,0,0.817152889160441,0,0.00130015751493307,65,1.5523,0.038652322,-0.521165096,207,"SITE3",2008-08-23,9.508333333,"EelgrassPoint","ALB","Eelgrass",-0.602803475686624,0.0387471485844587,-0.817907433765547
"120",120,"BL0524",2006,8,"Before",0,0,0.121894683194837,0,0,0.0643043404729909,0,0.813800976332172,59,2.0613,0.038810459,0.059288436,39,"SITE6",2006-08-19,10.35041667,"BackBayEelgrass","ALB","Eelgrass",-0.123311584547774,-0.15925445792608,0.88855629466316
"121",121,"BL0462",2006,8,"Before",0,0,0.813717478336534,0,0.186282521663466,0,0,0,68,3.6277,0.024809108,0.189397404,60,"SITE4",2006-08-21,10.3375,"LaminariaPoint","ALB","Laminaria",-1.01894698612148,0.601457414849169,0.52382613715133
"122",122,"BL0883",2010,8,"Before",0,0.807262508512256,0.0296509790474358,0,0.0477314330056208,0,0,0.115355079434687,75,4.6495,0.133347672,0.137238522,333,"SITE15",2010-08-23,10.42416667,"EelgrassSouth","Cook","Eelgrass",0.38518697042021,0.883868058909807,-0.0710445200766436
"123",123,"BL2113",2013,8,"Before",0,0,0.192753623188406,0,0,0.807246376811594,0,0,66,2.7282,0.322556997,-0.004057072,523,"SITE15",2013-08-30,9.54375,"EelgrassSouth","Cook","Eelgrass",-0.966884144566328,0.0736599303840336,-0.772669305608076
"124",124,"BL2429",2012,8,"Before",0.172783216350305,0,0.011274438598956,0,0,0.806290897052957,0,0.0096514479977816,58,1.66438,0.644083683,-0.102199589,453,"SITE3",2012-08-24,9.102916667,"EelgrassPoint","ALB","Eelgrass",-0.81518587239175,-0.391160287471468,-0.771658371032959
"125",125,"BL2259",2017,8,"Between",0,0.00519770149515101,0.189821872598556,0,0,0.804980425906292,0,0,79,5.094,0.176678445,0.069280426,710,"SITE6",2017-08-18,10.21708333,"BackBayEelgrass","ALB","Eelgrass",-0.861796077276654,0.0554097050862358,-0.76217380972084
"126",126,"BL0723",2007,8,"Before",0.804352157386063,0,0.14428931054385,0,0,0.0513585320700871,0,0,55,1.0904,0.064196625,-0.362320755,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-1.18443636116016,-0.671314307192139,0.425189018179024
"127",127,"BL2428",2012,8,"Before",0.106033422098143,0.00482458499307904,0.0524606061308262,0,0,0.803891346483235,0,0.0327900402947165,52,1.38432,0.39947411,0.048263501,453,"SITE3",2012-08-24,9.102916667,"EelgrassPoint","ALB","Eelgrass",-0.751812345708834,-0.259000415681868,-0.74084237510123
"128",128,"BL2090",2013,8,"Before",0.096166774520871,0,0.0627349939978893,0,0,0.802980838709116,0,0.0381173927721239,64,2.4845,NA,-0.003309486,507,"SITE15",2013-08-28,9.385416667,"EelgrassSouth","Cook","Eelgrass",-0.792921233675666,-0.285533824964317,-0.72568460006601
"129",129,"BL2378",2019,8,"Heatwave",0,0,0.188873535285076,0.798845164891755,0,0,0,0.012281299823169,81,6.5551,1.711644369,0.244828936,863,"SITE2",2019-08-25,13.305,"CobblePoint","ALB","Eelgrass",0.489089230312428,-0.727909295266475,-0.246554794056892
"130",130,"BL2363",2019,8,"Heatwave",0,0.0302853438941038,0,0.793435296774922,0.160860995092582,0,0,0.0154183642383917,85,7.218,2.085065115,0.193419217,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.775774046583211,-0.708392078466266,-0.338401373037877
"131",131,"BL2352",2019,8,"Heatwave",0,0.0616579417255093,0,0.792244947650353,0,0,0,0.146097110624138,91,8.8802,2.130582645,0.191600296,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.788677617479057,-0.627235616775347,-0.0857467169331477
"132",132,"BL2437",2012,8,"Before",0,0,0,0,0,0,0,1,59,2.34719,0.258181059,0.189170453,454,"SITE5",2012-08-24,9.102916667,"Laminaria2","ALB","Laminaria",0.218739223540093,-0.230636453181403,1.27559256420646
"133",133,"BL0888",2010,8,"Before",0,0.144295768657737,0.0111892145681473,0,0,0,0,0.844515016774115,74,4.81,0.085239085,0.212318816,333,"SITE15",2010-08-23,10.42416667,"EelgrassSouth","Cook","Eelgrass",0.233788843302283,0.112058773912749,0.982400889089289
"134",134,"BL2357",2019,8,"Heatwave",0,0.133073622605605,0,0.784756655835413,0.0124469657528918,0,0.0294466485946299,0.0402761072114608,107,16.0571,1.639150282,0.287475181,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.845640355348194,-0.456902066238016,-0.292880271025788
"135",135,"BL2368",2019,8,"Heatwave",0,0.0792224414697883,0,0.780838355287718,0.0425577302543864,0,0,0.0973814729881073,83,5.666,2.303212143,0.024306726,863,"SITE2",2019-08-25,13.305,"CobblePoint","ALB","Eelgrass",0.783123291629033,-0.55268099267709,-0.180027880734104
"136",136,"BL2413",2008,8,"Before",0.0576679647788854,0,0.130361002895533,0,0,0.774718961908987,0,0.0372520704165946,77,3.7526,1.295102063,-0.157737408,233,"SITE11",2008-08-27,9.787083333,"LaminariaNorth","Cook","Laminaria",-0.810338353057843,-0.150190334534583,-0.662927271732437
"137",137,"BL2212",2018,8,"Between",0,0.773810660883515,0.187565616120085,0.0386237229963997,0,0,0,0,78,5.1038,1.371527097,0.110248795,781,"SITE13",2018-08-21,10.16416667,"MiddleCove","Cook","Bare",0.187893142177928,0.904696543161294,-0.171298340826176
"138",138,"BL2369",2019,8,"Heatwave",0,0.09485546796038,0,0.772732632571929,0,0,0,0.132411899467691,74,4.763,2.412345161,0.202499454,863,"SITE2",2019-08-25,13.305,"CobblePoint","ALB","Eelgrass",0.798560772876638,-0.521891271783942,-0.137800838499331
"139",139,"BL0884",2010,8,"Before",0,0.772514989273658,0.20579250293254,0,0,0,0,0.0216925077938014,59,3.743,0.06411969,0.655839014,333,"SITE15",2010-08-23,10.42416667,"EelgrassSouth","Cook","Eelgrass",0.0437159820157479,0.982585327649688,-0.0927734526551456
"140",140,"BL0720",2007,8,"Before",0.772337614004242,0,0.0295306062064836,0,0,0,0,0.198131779789274,50,0.723,0.096818811,-0.4810762,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-0.688072580629841,-0.834685709663659,0.691972680338813
"141",141,"BL0099",2009,8,"Before",0,0,0.762135722060647,0,0,0.237864277939353,0,0,68,3.624,1.197571744,0.188376953,294,"SITE14",2009-08-29,9.630833333,"LaminariaEast","Cook","Laminaria",-1.22238715234049,0.549730049858397,0.0253098883967989
"142",142,"BL2373",2019,8,"Heatwave",0,0,0,0.753357989774829,0,0,0.246642010225171,0,72,5.675,2.764757709,0.461672886,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",1.24170979045131,-0.624120783184595,-0.0943087261313666
"143",143,"BL2101",2013,8,"Before",0,0.749011368944087,0,0,0,0.250988631055913,0,0,78,3.9715,0.163666121,-0.140592708,498,"SITE2",2013-08-27,9.402083333,"CobblePoint","ALB","Eelgrass",0.0698061145617856,0.874584151215975,-0.588925572482834
"144",144,"BL2432",2012,8,"Before",0,0.743476455453666,0.107419122753201,0,0,0.097711361835153,0,0.0513930599579798,76,4.83871,0.763219949,0.136529049,460,"SITE15",2012-08-29,9.817916667,"EelgrassSouth","Cook","Eelgrass",0.070648316179813,0.839156921426748,-0.261164058860439
"145",145,"BL2202",2015,8,"Heatwave",0,0,0.0137803351422184,0.741781979680956,0.00973551089266018,0.0575391581849472,0.177163016099218,0,79,4.834,0.440628879,0.016891332,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",0.668407761674319,-0.687257221330621,-0.309785448551854
"146",146,"BL2279",2017,8,"Between",0,0.732234842937516,0,0,0,0,0,0.267765157062484,92,6.908,0.230167921,-0.093042315,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",0.447848205670577,0.844661814248169,0.154825242555871
"147",147,"BL2192",2018,8,"Between",0.00463309592030174,0.0153952610524005,0.126252760463486,0,0,0,0,0.853718882563812,77,4.9431,0.795047642,0.117806323,775,"SITE10",2018-08-21,10.16416667,"EelgrassNorth","Cook","Eelgrass",-0.0424105774684881,-0.0831744815378226,0.994841336105239
"148",148,"BL2220",2015,8,"Heatwave",0,0,0,0.72662257650816,0,0,0.27337742349184,0,99,10.629,0.995389971,0.113095969,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.27788800735422,-0.593037987864572,-0.0640458397188814
"149",149,"BL0200",2009,8,"Before",0,0.0140252974134962,0,0.263735094332117,0,0,0,0.722239608254387,69,3.672,0.495642702,0.156788261,275,"SITE1",2009-08-24,9.311666667,"EelgrassPatches","ALB","Eelgrass",0.503929405051123,-0.454863201097517,0.782039076960754
"150",150,"BL2269",2017,8,"Between",0,0,0.718564784009236,0,0,0,0,0.281435215990764,90,6.524,0.415389332,-0.082867248,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",-0.679966951486526,0.324884142570357,0.764977266371284
"151",151,"BL0556",2008,8,"Before",0.00157097374631478,0,0.280718814785083,0,0,0.716652554413601,0,0.00105765705500159,61,1.6251,0.02461387,-0.280658518,207,"SITE3",2008-08-23,9.508333333,"EelgrassPoint","ALB","Eelgrass",-0.884343472809326,0.0656579542377809,-0.588407634393794
"152",152,"BL2350",2019,8,"Heatwave",0,0,0.0387713280534361,0.708125473866004,0,0,0,0.25310319808056,89,9.1822,2.472174424,0.293159176,863,"SITE2",2019-08-25,13.305,"CobblePoint","ALB","Eelgrass",0.606143297538008,-0.681858216127383,0.091025983847758
"153",153,"BL2190",2018,8,"Between",0,0.148629826352381,0,0.144283964730322,0,0,0.707086208917297,0,90,8.7569,1.370347954,0.211487029,775,"SITE10",2018-08-21,10.16416667,"EelgrassNorth","Cook","Eelgrass",1.31797599546487,0.431441887463017,0.208769516747452
"154",154,"BL0478",2006,8,"Before",0,0,0.703769289480842,0,0,0,0.231174241545731,0.0650564689734275,55,1.7339,0.017302036,0.101507851,55,"SITE6",2006-08-21,10.3375,"BackBayEelgrass","ALB","Eelgrass",-0.701060633240107,0.513503751783565,0.698264405022031
"155",155,"BL2222",2015,8,"Heatwave",0,0,0,0.69567311216893,0,0,0.199114322767226,0.105212565063844,95,9.966,1.763997592,0.175102938,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",0.908186261235164,-0.648108263712655,0.0183205219962391
"156",156,"BL2216",2015,8,"Heatwave",0,0,0,0.693309051665992,0.306690948334008,0,0,0,98,10.486,1.646957849,0.13066892,641,"SITE15",2015-08-26,12.72958333,"EelgrassSouth","Cook","Eelgrass",0.668104910531186,-0.948148691506505,-0.287048300791081
"157",157,"BL2260",2017,8,"Between",0,0,0.692503497602913,0.0275419336684251,0.0897907194374506,0.180803733804604,0.00936011548660696,0,80,5.089,0.550206327,0.029743174,710,"SITE6",2017-08-18,10.21708333,"BackBayEelgrass","ALB","Eelgrass",-0.818480144689713,0.269829811918905,0.181545667054919
"158",158,"BL2353",2019,8,"Heatwave",0,0,0,0.691580758298123,0,0,0,0.308419241701877,108,17.3275,1.872168518,0.335106135,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.71724605997174,-0.723959685821799,0.196514502181477
"159",159,"BL0712",2007,8,"Before",0.690334849293619,0,0.257496284094839,0,0,0,0,0.0521688666115428,66,1.9964,0.055099179,-0.316353565,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-1.01510101038305,-0.438189902035873,0.576878540110696
"160",160,"BL0343",2006,8,"Before",0,0.687749317775271,0.312250682224729,0,0,0,0,0,89,8.3639,0.013151759,0.199817175,79,"SITE13",2006-08-27,10.54583333,"MiddleCove","Cook","Bare",-0.103045477832529,1.02785470440228,-0.01418513510434
"161",161,"BL0260",2006,8,"Before",0,0.138221610596103,0.175092618896227,0,0,0.68668577050767,0,0,60,2.1824,NA,0.064861278,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-0.648729127466423,0.229613764872846,-0.700700877246267
"162",162,"BL2172",2018,8,"Between",0,0,0,0.146946900532434,0.168747901443807,0,0,0.68430519802376,110,14.2979,1.107155596,0.086682032,792,"SITE1",2018-08-23,10.34541667,"EelgrassPatches","ALB","Eelgrass",0.389951302731216,-0.418646788929055,0.877114815022297
"163",163,"BL0144",2009,8,"Before",0,0.0377092208798127,0.680017113690366,0,0,0,0,0.282273665429821,78,4.8796,0.36273465,0.065326684,273,"SITE8",2009-08-23,9.260416667,"WhiteRock","ALB","Bare",-0.587309495496163,0.321206276748924,0.713171031412283
"164",164,"BL2268",2017,8,"Between",0,0.674323320490184,0,0,0,0,0.034296287732843,0.291380391776973,78,4.456,0.45556553,-0.025485062,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",0.44800998722289,0.810171278742414,0.21866331825238
"165",165,"BL2412",2008,8,"Before",0,0,0,0,0.167485252462254,0,0.665753553701827,0.166761193835919,87,5.6971,1.655228099,-0.11448602,233,"SITE11",2008-08-27,9.787083333,"LaminariaNorth","Cook","Laminaria",0.929542703095734,0.243106284854889,0.842043084271908
"166",166,"BL2175",2018,8,"Between",0,0,0,0.122481863306606,0.119660175639557,0,0,0.757857961053837,112,14.2195,0.797496396,0.025955103,792,"SITE1",2018-08-23,10.34541667,"EelgrassPatches","ALB","Eelgrass",0.369347070611302,-0.390012680504392,0.943344389325638
"167",167,"BL2226",2015,8,"Heatwave",0,0.196366123756039,0,0.657054598570545,0,0,0,0.146579277673416,95,9.045,0.56053068,0.078135757,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",0.783950137550237,-0.312085429596462,-0.128908639998758
"168",168,"BL0199",2009,8,"Before",0,0,0,0.656729109001498,0,0.05684415148161,0,0.286426739516892,55,1.9321,0.750478754,0.209742138,275,"SITE1",2009-08-24,9.311666667,"EelgrassPatches","ALB","Eelgrass",0.542597846622381,-0.717295118438474,0.0873108036030638
"169",169,"BL0727",2007,8,"Before",0.655235265557713,0,0.344764734442286,0,0,0,0,0,58,1.1164,0.035829452,-0.501543048,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-1.25267057458245,-0.290041114543818,0.596565696531531
"170",170,"BL2430",2012,8,"Before",0,0.646683607391098,0.343179284178493,0,0,0,0,0.0101371084304086,84,7.23201,0.435148735,0.23163211,460,"SITE15",2012-08-29,9.817916667,"EelgrassSouth","Cook","Eelgrass",-0.142342413554909,0.970616055700413,0.0255161570263009
"171",171,"BL2435",2012,8,"Before",0,0.645890598911256,0.0496833045966294,0,0.229598775098931,0.024259335234734,0,0.0505679861584502,66,3.00482,0.223307885,0.092518543,460,"SITE15",2012-08-29,9.817916667,"EelgrassSouth","Cook","Eelgrass",0.299349553636914,0.764382503454847,-0.211952948098525
"172",172,"BL2424",2012,8,"Before",0,0.644168296129378,0.179359173411569,0,0,0.176472530459053,0,0,54,1.48231,1.065229271,0.000978267,462,"SITE14",2012-08-29,9.817916667,"LaminariaEast","Cook","Laminaria",-0.138374064970131,0.833151225808695,-0.320787464269472
"173",173,"BL2282",2017,8,"Between",0,0.641107229369966,0.2755270842852,0,0.0833656863448335,0,0,0,53,1.4264,0.637969714,0.019823626,735,"SITE10",2017-08-23,10.64958333,"EelgrassNorth","Cook","Eelgrass",-0.0573384922713551,0.951490673446099,-0.0297437117804816
"174",174,"BL2124",2013,8,"Before",0,0.146505818768715,0.635145681581686,0,0,0,0,0.2183484996496,83,5.525,0.186425339,-0.000893428,523,"SITE15",2013-08-30,9.54375,"EelgrassSouth","Cook","Eelgrass",-0.501471127239301,0.464521255799924,0.569130062409625
"175",175,"BL0521",2006,8,"Before",0,0.0773755656108598,0,0.291402714932127,0.631221719457014,0,0,0,73,4.262,0.079774754,0.133062947,39,"SITE6",2006-08-19,10.35041667,"BackBayEelgrass","ALB","Eelgrass",0.852495543145589,-0.0889660333764205,-0.788791121084382
"176",176,"BL2265",2017,8,"Between",0,0.30254345342769,0,0,0.630542296881592,0,0.0144516122916203,0.0524626373990985,76,4.254,0.173953926,0.00774061,719,"SITE2",2017-08-19,10.4175,"CobblePoint","ALB","Eelgrass",0.614870027260306,0.528999660620488,-0.634685753499394
"177",177,"BL2213",2018,8,"Between",0,0.0211337535618686,0.629090752093947,0,0,0,0.295095414903722,0.0546800794404628,77,4.554,1.060606061,0.035819626,781,"SITE13",2018-08-21,10.16416667,"MiddleCove","Cook","Bare",-0.595658130720754,0.510511215603994,0.688878787324731
"178",178,"BL0296",2006,8,"Before",0,0,0,0.35237610725401,0.0193525320363393,0,0,0.62827136070965,94,9.8399,0.049797254,0.194804408,67,"SITE9",2006-08-25,10.48958333,"EelgrassWest","Cook","Eelgrass",0.539824351168286,-0.556195765320506,0.666602365996947
"179",179,"BL0729",2007,8,"Before",0.6280111942968,0,0.0336257057682269,0.0209984532012198,0,0,0,0.317364646733753,50,0.765,0.091503268,-0.424609588,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-0.435639946218229,-0.762529341571906,0.743992377272807
"180",180,"BL0422",2006,8,"Before",0,0,0.359172364637924,0,0,0.6236047178465,0,0.0172229175155753,53,1.3455,0.014864363,-0.03856447,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-0.926376716779668,0.142836222665538,-0.464304593016744
"181",181,"BL2200",2015,8,"Heatwave",0,0,0,0.380991221937388,0,0,0.619008778062612,0,99,12.0643,0.510597382,0.239760533,645,"SITE13",2015-08-26,12.72958333,"MiddleCove","Cook","Bare",1.5528329217198,-0.165321689023837,0.298717982819591
"182",182,"BL2230",2014,8,"Heatwave",0,0,0,0,0.383186636857406,0,0,0.616813363142594,112,14.412,1.572994727,0.039402034,565,"SITE5",2014-08-20,11.07583333,"Laminaria2","ALB","Laminaria",0.200289025584163,-0.327932654758216,1.06678079392469
"183",183,"BL0713",2007,8,"Before",0.616771270323928,0,0.35252573498288,0,0,0.0285594117878929,0,0.00214358290529935,58,1.2452,0.040154192,-0.392356111,122,"SITE3",2007-08-23,9.625833333,"EelgrassPoint","ALB","Eelgrass",-1.09994180096622,-0.30537971637112,0.510346019004603
"184",184,"BL0554",2008,8,"Before",0.0666296095560534,0.0567021780454019,0.196970786317666,0,0.0322940520736822,0.611979698631201,0,0.0354236753759958,67,1.7521,0.039952058,-0.49297665,207,"SITE3",2008-08-23,9.508333333,"EelgrassPoint","ALB","Eelgrass",-0.684880661501606,0.026859956748046,-0.516148542884777
"185",185,"BL2229",2014,8,"Heatwave",0,0,0,0,0,0,0.607411601915315,0.392588398084685,96,8.986,0.950367238,0.03949587,565,"SITE5",2014-08-20,11.07583333,"Laminaria2","ALB","Laminaria",0.717261093107957,0.121511307872591,1.01952368660127
"186",186,"BL2284",2017,8,"Between",0,0.270404478150957,0,0,0,0,0.125090285301553,0.60450523654749,83,5.925,0.511392405,0.069004012,735,"SITE10",2017-08-23,10.64958333,"EelgrassNorth","Cook","Eelgrass",0.423303486751178,0.346367625318238,0.778798387586742
"187",187,"BL2096",2013,8,"Before",0,0.601504568681326,0,0,0,0,0,0.398495431318674,65,2.5052,0.746447389,-0.042534226,507,"SITE15",2013-08-28,9.385416667,"EelgrassSouth","Cook","Eelgrass",0.434543689696441,0.70753231229808,0.392333270495334
"188",188,"BL2365",2019,8,"Heatwave",0,0.0169055685531588,0.0158509115875414,0.600078611114847,0.0294447133272434,0.0164538695415304,0,0.321266325875679,82,7.175,2.724738676,0.297579266,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.555950702150533,-0.603746952023137,0.185584221673115
"189",189,"BL2433",2012,8,"Before",0,0.59873257287706,0.29169835234474,0,0.1095690747782,0,0,0,69,3.60316,0.469032738,0.137863026,460,"SITE15",2012-08-29,9.817916667,"EelgrassSouth","Cook","Eelgrass",-0.0855665305615605,0.926158781665015,0.00561821629349179
"190",190,"BL2120",2013,8,"Before",0,0.595189003436426,0.323024054982818,0,0,0,0,0.081786941580756,76,4.4008,0.227231412,0.041667236,523,"SITE15",2013-08-30,9.54375,"EelgrassSouth","Cook","Eelgrass",-0.103969731543816,0.853786357316213,0.111084041684429
"191",191,"BL0252",2006,8,"Before",0,0,0.591808579670315,0,0,0.408191420329685,0,0,60,2.1019,0.366335221,0.027277787,65,"SITE10",2006-08-25,10.48958333,"EelgrassNorth","Cook","Eelgrass",-1.15886151971915,0.424434932489753,-0.234079563950662
"192",192,"BL2362",2019,8,"Heatwave",0,0,0,0.591282894736842,0,0,0.305921052631579,0.102796052631579,83,6.456,1.897459727,0.154833256,855,"SITE2",2019-08-24,13.21541667,"CobblePoint","ALB","Eelgrass",0.986651273729266,-0.486805451918961,0.11421190495221
"193",193,"BL0295",2006,8,"Before",0,0.124971264367816,0,0.0887068965517241,0,0,0,0.78632183908046,89,8.2814,0.056753689,0.189904385,67,"SITE9",2006-08-25,10.48958333,"EelgrassWest","Cook","Eelgrass",0.3937053015409,-0.0548615102715716,0.894654290528043
"194",194,"BL0204",2009,8,"Before",0,0,0,0,0.309030028252514,0,0,0.690969971747486,65,2.7489,0.065480738,0.050298034,3004,"SITE18",2009-08-25,9.427083333,"Piller","Offshore","Offshore",0.220532708827295,-0.284777588681348,1.08201584580662
"195",195,"BL2274",2017,8,"Between",0,0,0.211423444976077,0,0.579545454545455,0.209031100478469,0,0,88,6.5657,0.321367105,-0.007614258,724,"SITE8",2017-08-19,10.4175,"WhiteRock","ALB","Bare",-1.01253894960255,0.168298764615954,-0.0745276552664845
"196",196,"BL2280",2017,8,"Between",0,0,0.575138556776489,0,0.424861443223511,0,0,0,77,4.3565,0.03443131,-0.008517359,730,"SITE14",2017-08-22,10.58541667,"LaminariaEast","Cook","Laminaria",-0.983708942415974,0.516944593737595,0.503386643461115
"197",197,"BL2185",2018,8,"Between",0,0.426335692792358,0.573664307207642,0,0,0,0,0,65,2.8485,1.018079691,0.085889742,781,"SITE13",2018-08-21,10.16416667,"MiddleCove","Cook","Bare",-0.430008627119573,0.966533036031445,0.195358868232899
"198",198,"BL2436",2012,8,"Before",0,0,0.366398540017474,0,0,0.56590237926662,0.0412950488444691,0.0264040318714373,58,2.0735,1.070653484,0.11758573,454,"SITE5",2012-08-24,9.102916667,"Laminaria2","ALB","Laminaria",-0.80972297146507,0.15233284344783,-0.382679701034839
